ecriture_id,date_ecriture,journal,numero_piece,compte_debit,compte_credit,montant,libelle,centre_cout,projet,statut
296,2024-05-10,VE,FA_000296,411,706,96742.51,Facture client,9,PROJ_013,Validée
297,2024-05-23,VE,FA_000297,411,701,132396.75,Facture client,3,PROJ_005,Validée
298,2024-05-23,VE,FA_000298,411,706,108412.08,Facture client,8,PROJ_002,Validée
299,2024-05-19,VE,FA_000299,411,706,47774.9,Facture client,3,PROJ_017,Validée
300,2024-05-19,VE,FA_000300,411,701,18197.13,Facture client,10,PROJ_006,Validée
301,2024-05-04,VE,FA_000301,411,706,82417.67,Facture client,4,PROJ_017,Validée
302,2024-05-18,VE,FA_000302,411,701,61999.08,Facture client,9,PROJ_013,Validée
303,2024-05-06,VE,FA_000303,411,706,99064.83,Facture client,6,PROJ_015,Validée
304,2024-05-11,VE,FA_000304,411,706,113598.09,Facture client,5,PROJ_020,Validée
305,2024-05-18,VE,FA_000305,411,701,33141.18,Facture client,1,PROJ_013,Validée
306,2024-05-27,VE,FA_000306,411,701,51821.58,Facture client,3,PROJ_010,Validée
307,2024-05-26,VE,FA_000307,411,701,132182.24,Facture client,5,PROJ_020,Validée
308,2024-05-10,TR,BQ_000308,401,512,72071.81,Paiement fournisseur,10,,Validée
309,2024-05-04,TR,BQ_000309,512,411,181743.53,Encaissement client,3,PROJ_001,Validée
310,2024-05-24,TR,BQ_000310,401,512,77723.73,Paiement fournisseur,6,,Validée
311,2024-05-14,TR,BQ_000311,401,512,17858.64,Paiement fournisseur,4,,Validée
312,2024-05-24,TR,BQ_000312,401,512,6273.25,Paiement fournisseur,8,,Validée
313,2024-05-12,TR,BQ_000313,512,411,16894.65,Encaissement client,7,PROJ_003,Validée
314,2024-05-23,TR,BQ_000314,401,512,28706.89,Paiement fournisseur,6,,Validée
315,2024-05-10,TR,BQ_000315,401,512,30473.21,Paiement fournisseur,9,,Validée
316,2024-06-13,OP,PJ_000316,623,401,42727.94,Achats matériaux,10,PROJ_004,Validée
317,2024-06-27,OP,PJ_000317,641,401,17693.49,Achats matériaux,8,PROJ_015,Brouillon
318,2024-06-21,TR,PJ_000318,681,401,3086.77,Facture fournisseur,5,PROJ_018,Validée
319,2024-06-23,TR,PJ_000319,606,401,10305.83,Services sous-traitance,3,PROJ_012,Validée
320,2024-06-09,AC,PJ_000320,623,401,1590.74,Achats matériaux,9,PROJ_001,Validée
321,2024-06-02,OP,PJ_000321,606,401,20496.9,Facture fournisseur,1,PROJ_014,Validée
322,2024-06-01,AC,PJ_000322,615,401,21717.21,Facture fournisseur,2,,Brouillon
323,2024-06-19,VE,PJ_000323,623,401,32723.19,Maintenance,10,PROJ_019,Validée
324,2024-06-07,VE,PJ_000324,641,401,43670.72,Maintenance,4,PROJ_008,Brouillon
325,2024-06-22,VE,PJ_000325,622,401,8500.18,Honoraires consultant,9,PROJ_017,Validée
326,2024-06-25,OP,PJ_000326,681,401,5160.52,Maintenance,1,PROJ_003,Validée
327,2024-06-20,OP,PJ_000327,615,401,22858.99,Services sous-traitance,3,PROJ_011,Validée
328,2024-06-10,TR,PJ_000328,623,401,5154.79,Facture fournisseur,4,,Validée
329,2024-06-09,TR,PJ_000329,626,401,20100.54,Achats matériaux,10,PROJ_006,Validée
330,2024-06-07,AC,PJ_000330,622,401,30866.92,Services sous-traitance,2,,Validée
331,2024-06-28,TR,PJ_000331,681,401,10499.78,Honoraires consultant,5,PROJ_006,Pointée
332,2024-06-19,TR,PJ_000332,622,401,44179.61,Facture fournisseur,7,,Validée
333,2024-06-02,VE,PJ_000333,615,401,8714.77,Services sous-traitance,7,,Validée
334,2024-06-03,AC,PJ_000334,623,401,26606.28,Achats matériaux,10,,Validée
335,2024-06-28,TR,PJ_000335,626,401,42979.76,Achats matériaux,6,PROJ_012,Pointée
336,2024-06-02,TR,PJ_000336,606,401,41171.03,Honoraires consultant,8,PROJ_003,Brouillon
337,2024-06-26,TR,PJ_000337,681,401,12594.83,Achats matériaux,1,,Validée
338,2024-06-09,VE,PJ_000338,615,401,37113.73,Services sous-traitance,9,PROJ_017,Validée
339,2024-06-11,OP,PJ_000339,622,401,42265.0,Facture fournisseur,4,PROJ_002,Validée
340,2024-06-08,OP,PJ_000340,641,401,688.95,Facture fournisseur,4,,Validée
341,2024-06-23,OP,PJ_000341,623,401,4315.36,Achats matériaux,9,,Validée
342,2024-06-21,AC,PJ_000342,625,401,2142.87,Maintenance,4,PROJ_007,Validée
343,2024-06-28,VE,PJ_000343,622,401,33416.75,Facture fournisseur,6,PROJ_002,Validée
344,2024-06-06,AC,PJ_000344,681,401,11723.15,Services sous-traitance,3,PROJ_014,Validée
345,2024-06-17,TR,PJ_000345,626,401,2580.22,Achats matériaux,6,,Brouillon
346,2024-06-19,OP,PJ_000346,615,401,48652.43,Services sous-traitance,9,PROJ_013,Pointée
347,2024-06-09,OP,PJ_000347,606,401,15585.18,Maintenance,3,PROJ_014,Validée
348,2024-06-21,TR,PJ_000348,606,401,27264.57,Facture fournisseur,1,PROJ_014,Validée
349,2024-06-03,VE,PJ_000349,626,401,11704.4,Facture fournisseur,4,,Brouillon
350,2024-06-02,VE,PJ_000350,626,401,33556.33,Facture fournisseur,8,,Validée
351,2024-06-17,TR,PJ_000351,622,401,14621.87,Services sous-traitance,2,PROJ_005,Validée
352,2024-06-05,AC,PJ_000352,625,401,30149.44,Honoraires consultant,9,PROJ_004,Brouillon
353,2024-06-02,AC,PJ_000353,681,401,44009.46,Honoraires consultant,7,PROJ_012,Brouillon
354,2024-06-14,AC,PJ_000354,622,401,38807.04,Achats matériaux,4,PROJ_008,Brouillon
355,2024-06-06,AC,PJ_000355,622,401,29789.01,Maintenance,7,PROJ_004,Validée
356,2024-06-13,VE,FA_000356,411,706,145907.27,Facture client,2,PROJ_002,Validée
357,2024-06-09,VE,FA_000357,411,701,80877.25,Facture client,6,PROJ_006,Validée
358,2024-06-18,VE,FA_000358,411,706,60659.43,Facture client,6,PROJ_008,Validée
359,2024-06-10,VE,FA_000359,411,701,146014.58,Facture client,1,PROJ_003,Validée
360,2024-06-03,VE,FA_000360,411,706,72645.54,Facture client,8,PROJ_017,Validée
361,2024-06-06,VE,FA_000361,411,701,129579.04,Facture client,8,PROJ_011,Validée
362,2024-06-01,VE,FA_000362,411,701,57440.49,Facture client,5,PROJ_017,Validée
363,2024-06-10,VE,FA_000363,411,706,51088.44,Facture client,9,PROJ_009,Validée
364,2024-06-17,VE,FA_000364,411,706,96389.31,Facture client,5,PROJ_019,Validée
365,2024-06-23,VE,FA_000365,411,701,132391.15,Facture client,3,PROJ_011,Validée
366,2024-06-14,VE,FA_000366,411,706,33128.55,Facture client,3,PROJ_012,Validée
367,2024-06-21,VE,FA_000367,411,701,46144.26,Facture client,1,PROJ_013,Validée
368,2024-06-28,VE,FA_000368,411,706,124967.76,Facture client,9,PROJ_014,Validée
369,2024-06-13,VE,FA_000369,411,701,126142.26,Facture client,4,PROJ_018,Validée
370,2024-06-04,VE,FA_000370,411,701,63737.44,Facture client,4,PROJ_018,Validée
371,2024-06-15,TR,BQ_000371,401,512,76361.91,Paiement fournisseur,1,,Validée
372,2024-06-12,TR,BQ_000372,512,411,77406.55,Encaissement client,7,PROJ_002,Validée
373,2024-06-09,TR,BQ_000373,401,512,89363.71,Paiement fournisseur,10,,Validée
374,2024-06-14,TR,BQ_000374,401,512,91762.26,Paiement fournisseur,9,,Validée
375,2024-06-07,TR,BQ_000375,401,512,73777.44,Paiement fournisseur,5,,Validée
376,2024-06-02,TR,BQ_000376,401,512,83756.68,Paiement fournisseur,8,,Validée
377,2024-06-02,TR,BQ_000377,512,411,90186.51,Encaissement client,3,PROJ_011,Validée
378,2024-06-01,TR,BQ_000378,512,411,85880.06,Encaissement client,5,PROJ_017,Validée
379,2024-07-25,AC,PJ_000379,626,401,36594.09,Maintenance,5,PROJ_018,Validée
380,2024-07-13,AC,PJ_000380,626,401,14131.37,Achats matériaux,2,PROJ_003,Brouillon
381,2024-07-15,OP,PJ_000381,681,401,38087.88,Services sous-traitance,10,PROJ_004,Validée
382,2024-07-24,TR,PJ_000382,623,401,19040.37,Honoraires consultant,7,,Brouillon
383,2024-07-01,OP,PJ_000383,625,401,47358.9,Achats matériaux,2,PROJ_011,Validée
384,2024-07-27,AC,PJ_000384,606,401,20776.63,Honoraires consultant,8,PROJ_020,Validée
385,2024-07-06,TR,PJ_000385,606,401,22973.08,Honoraires consultant,2,PROJ_003,Pointée
386,2024-07-04,VE,PJ_000386,626,401,5415.46,Services sous-traitance,10,PROJ_006,Validée
387,2024-07-15,VE,PJ_000387,625,401,24648.63,Achats matériaux,5,PROJ_005,Validée
388,2024-07-06,TR,PJ_000388,606,401,30345.67,Facture fournisseur,4,,Pointée
389,2024-07-22,AC,PJ_000389,606,401,27299.68,Facture fournisseur,2,,Validée
390,2024-07-23,VE,PJ_000390,615,401,22301.85,Honoraires consultant,3,,Validée
391,2024-07-12,OP,PJ_000391,641,401,12134.34,Maintenance,3,,Validée
392,2024-07-03,VE,PJ_000392,622,401,7950.81,Maintenance,3,PROJ_003,Brouillon
393,2024-07-08,TR,PJ_000393,615,401,16628.24,Services sous-traitance,5,PROJ_008,Validée
394,2024-07-17,VE,PJ_000394,622,401,35688.79,Services sous-traitance,5,PROJ_013,Validée
395,2024-07-22,OP,PJ_000395,641,401,6967.29,Maintenance,5,PROJ_020,Validée
396,2024-07-26,AC,PJ_000396,622,401,47230.08,Services sous-traitance,10,PROJ_012,Validée
397,2024-07-06,VE,PJ_000397,623,401,29642.21,Services sous-traitance,1,PROJ_015,Validée
398,2024-07-25,AC,PJ_000398,622,401,18432.27,Honoraires consultant,2,PROJ_015,Validée
399,2024-07-04,OP,PJ_000399,681,401,40426.17,Facture fournisseur,8,PROJ_017,Validée
400,2024-07-01,OP,PJ_000400,641,401,44707.97,Services sous-traitance,5,PROJ_014,Validée
401,2024-07-23,TR,PJ_000401,626,401,1446.25,Honoraires consultant,6,PROJ_010,Validée
402,2024-07-21,VE,PJ_000402,606,401,18256.42,Services sous-traitance,8,PROJ_015,Pointée
403,2024-07-18,AC,PJ_000403,681,401,34002.65,Services sous-traitance,1,PROJ_005,Validée
404,2024-07-05,TR,PJ_000404,625,401,780.46,Maintenance,9,PROJ_004,Validée
405,2024-07-08,VE,PJ_000405,626,401,20255.46,Maintenance,6,PROJ_008,Validée
406,2024-07-28,TR,PJ_000406,615,401,29063.51,Honoraires consultant,3,PROJ_016,Validée
407,2024-07-17,VE,PJ_000407,623,401,25280.9,Maintenance,2,,Validée
408,2024-07-15,VE,PJ_000408,641,401,10950.07,Services sous-traitance,8,,Validée
409,2024-07-23,AC,PJ_000409,641,401,45352.49,Honoraires consultant,7,,Validée
410,2024-07-21,OP,PJ_000410,625,401,2166.62,Services sous-traitance,9,PROJ_017,Validée
411,2024-07-10,TR,PJ_000411,626,401,29500.31,Maintenance,4,PROJ_014,Validée
412,2024-07-14,TR,PJ_000412,641,401,41215.47,Maintenance,7,PROJ_012,Validée
413,2024-07-14,TR,PJ_000413,615,401,44158.61,Services sous-traitance,9,PROJ_015,Validée
414,2024-07-17,VE,PJ_000414,615,401,25800.89,Facture fournisseur,7,PROJ_008,Validée
415,2024-07-05,TR,PJ_000415,625,401,47052.2,Maintenance,9,PROJ_019,Validée
416,2024-07-02,TR,PJ_000416,615,401,16010.72,Services sous-traitance,3,PROJ_016,Brouillon
417,2024-07-19,VE,PJ_000417,641,401,4919.83,Achats matériaux,1,PROJ_010,Validée
418,2024-07-21,AC,PJ_000418,625,401,35795.78,Facture fournisseur,8,PROJ_017,Validée
419,2024-07-25,VE,FA_000419,411,701,51727.31,Facture client,4,PROJ_019,Validée
420,2024-07-05,VE,FA_000420,411,701,16746.04,Facture client,6,PROJ_016,Validée
421,2024-07-09,VE,FA_000421,411,706,76635.48,Facture client,2,PROJ_014,Validée
422,2024-07-09,VE,FA_000422,411,701,17329.7,Facture client,2,PROJ_005,Validée
423,2024-07-02,VE,FA_000423,411,701,39679.17,Facture client,6,PROJ_011,Validée
424,2024-07-22,VE,FA_000424,411,701,40203.7,Facture client,7,PROJ_013,Validée
425,2024-07-09,VE,FA_000425,411,701,29124.13,Facture client,4,PROJ_018,Validée
426,2024-07-06,VE,FA_000426,411,701,100276.56,Facture client,8,PROJ_001,Validée
427,2024-07-28,VE,FA_000427,411,701,16020.97,Facture client,9,PROJ_017,Validée
428,2024-07-10,VE,FA_000428,411,701,86132.8,Facture client,5,PROJ_010,Validée
429,2024-07-05,VE,FA_000429,411,706,137549.62,Facture client,6,PROJ_017,Validée
430,2024-07-10,VE,FA_000430,411,701,14399.06,Facture client,6,PROJ_017,Validée
431,2024-07-20,VE,FA_000431,411,701,11389.33,Facture client,9,PROJ_004,Validée
432,2024-07-26,VE,FA_000432,411,706,104855.92,Facture client,7,PROJ_016,Validée
433,2024-07-08,VE,FA_000433,411,706,28412.56,Facture client,6,PROJ_010,Validée
434,2024-07-09,TR,BQ_000434,512,411,60460.74,Encaissement client,5,PROJ_001,Validée
435,2024-07-23,TR,BQ_000435,401,512,38069.08,Paiement fournisseur,5,,Validée
436,2024-07-04,TR,BQ_000436,401,512,88529.24,Paiement fournisseur,3,,Validée
437,2024-07-09,TR,BQ_000437,401,512,83827.5,Paiement fournisseur,7,,Validée
438,2024-07-25,TR,BQ_000438,512,411,49348.03,Encaissement client,4,PROJ_008,Validée
439,2024-07-03,TR,BQ_000439,401,512,94050.95,Paiement fournisseur,2,,Validée
440,2024-07-28,TR,BQ_000440,401,512,10673.07,Paiement fournisseur,10,,Validée
441,2024-07-04,TR,BQ_000441,401,512,94558.81,Paiement fournisseur,5,,Validée
442,2024-08-24,VE,PJ_000442,622,401,49570.73,Maintenance,6,PROJ_012,Validée
443,2024-08-25,VE,PJ_000443,622,401,31309.48,Honoraires consultant,3,,Validée
444,2024-08-08,OP,PJ_000444,623,401,45367.84,Services sous-traitance,1,PROJ_020,Validée
445,2024-08-22,OP,PJ_000445,641,401,23764.42,Facture fournisseur,2,PROJ_018,Validée
446,2024-08-20,TR,PJ_000446,626,401,11897.42,Facture fournisseur,2,PROJ_002,Validée
447,2024-08-26,AC,PJ_000447,626,401,34141.21,Achats matériaux,10,,Validée
448,2024-08-03,AC,PJ_000448,681,401,8704.61,Maintenance,1,,Pointée
449,2024-08-18,TR,PJ_000449,623,401,42762.35,Facture fournisseur,4,PROJ_016,Validée
450,2024-08-27,AC,PJ_000450,623,401,49066.61,Services sous-traitance,5,PROJ_019,Validée
451,2024-08-06,VE,PJ_000451,626,401,31305.99,Maintenance,3,PROJ_002,Validée
452,2024-08-11,VE,PJ_000452,615,401,26312.25,Honoraires consultant,10,PROJ_004,Validée
453,2024-08-01,AC,PJ_000453,622,401,23182.62,Maintenance,8,PROJ_012,Validée
454,2024-08-10,TR,PJ_000454,681,401,39328.83,Maintenance,10,PROJ_010,Validée
455,2024-08-02,TR,PJ_000455,622,401,25976.84,Honoraires consultant,9,PROJ_012,Validée
456,2024-08-10,VE,PJ_000456,681,401,45118.46,Services sous-traitance,2,PROJ_007,Validée
457,2024-08-20,VE,PJ_000457,622,401,4990.72,Services sous-traitance,1,PROJ_014,Validée
458,2024-08-13,TR,PJ_000458,625,401,12924.57,Services sous-traitance,2,PROJ_018,Brouillon
459,2024-08-26,TR,PJ_000459,641,401,45952.83,Achats matériaux,9,,Validée
460,2024-08-17,TR,PJ_000460,625,401,7834.81,Facture fournisseur,4,PROJ_011,Validée
461,2024-08-21,VE,PJ_000461,622,401,26076.57,Services sous-traitance,7,PROJ_007,Validée
462,2024-08-05,TR,PJ_000462,641,401,21262.68,Achats matériaux,4,PROJ_020,Validée
463,2024-08-08,OP,PJ_000463,681,401,9713.73,Maintenance,9,PROJ_015,Brouillon
464,2024-08-01,TR,PJ_000464,622,401,20765.9,Honoraires consultant,4,PROJ_010,Validée
465,2024-08-02,OP,PJ_000465,625,401,43856.21,Maintenance,7,PROJ_009,Validée
466,2024-08-25,VE,PJ_000466,625,401,3535.88,Facture fournisseur,10,,Validée
467,2024-08-21,OP,PJ_000467,681,401,15545.15,Services sous-traitance,6,PROJ_012,Validée
468,2024-08-04,AC,PJ_000468,625,401,37223.87,Achats matériaux,2,PROJ_005,Validée
469,2024-08-27,AC,PJ_000469,626,401,13936.21,Services sous-traitance,6,PROJ_016,Validée
470,2024-08-21,TR,PJ_000470,606,401,27352.31,Services sous-traitance,7,PROJ_010,Validée
471,2024-08-02,AC,PJ_000471,606,401,39141.27,Services sous-traitance,10,PROJ_017,Validée
472,2024-08-20,OP,PJ_000472,625,401,31791.9,Honoraires consultant,6,PROJ_019,Validée
473,2024-08-09,VE,PJ_000473,681,401,22716.28,Services sous-traitance,6,PROJ_007,Brouillon
474,2024-08-25,OP,PJ_000474,606,401,14066.54,Honoraires consultant,9,PROJ_006,Validée
475,2024-08-21,OP,PJ_000475,606,401,42898.59,Maintenance,7,PROJ_017,Validée
476,2024-08-15,TR,PJ_000476,681,401,25580.3,Maintenance,2,,Validée
477,2024-08-03,VE,PJ_000477,606,401,1065.19,Achats matériaux,7,,Validée
478,2024-08-19,AC,PJ_000478,606,401,35456.56,Services sous-traitance,5,PROJ_016,Brouillon
479,2024-08-13,VE,PJ_000479,622,401,48094.91,Services sous-traitance,10,PROJ_004,Validée
480,2024-08-02,OP,PJ_000480,606,401,43634.99,Honoraires consultant,8,,Validée
481,2024-08-03,OP,PJ_000481,622,401,42608.67,Services sous-traitance,2,,Validée
482,2024-08-01,VE,FA_000482,411,706,86840.21,Facture client,5,PROJ_011,Validée
483,2024-08-12,VE,FA_000483,411,701,96980.94,Facture client,5,PROJ_014,Validée
484,2024-08-24,VE,FA_000484,411,706,119726.38,Facture client,2,PROJ_016,Validée
485,2024-08-22,VE,FA_000485,411,706,56543.86,Facture client,7,PROJ_004,Brouillon
486,2024-08-20,VE,FA_000486,411,701,104007.08,Facture client,7,PROJ_014,Validée
487,2024-08-22,VE,FA_000487,411,706,94154.38,Facture client,8,PROJ_018,Validée
488,2024-08-09,VE,FA_000488,411,706,147251.62,Facture client,10,PROJ_017,Validée
489,2024-08-26,VE,FA_000489,411,706,25862.49,Facture client,9,PROJ_005,Validée
490,2024-08-20,VE,FA_000490,411,701,69182.01,Facture client,1,PROJ_012,Validée
491,2024-08-03,VE,FA_000491,411,701,38746.61,Facture client,3,PROJ_016,Validée
492,2024-08-24,VE,FA_000492,411,706,101945.85,Facture client,10,PROJ_011,Validée
493,2024-08-27,VE,FA_000493,411,706,20581.71,Facture client,4,PROJ_009,Validée
494,2024-08-12,VE,FA_000494,411,701,74123.11,Facture client,2,PROJ_002,Validée
495,2024-08-06,VE,FA_000495,411,706,45125.03,Facture client,9,PROJ_001,Validée
496,2024-08-06,VE,FA_000496,411,706,53807.04,Facture client,2,PROJ_004,Validée
497,2024-08-26,TR,BQ_000497,401,512,63164.52,Paiement fournisseur,6,,Validée
498,2024-08-19,TR,BQ_000498,401,512,24250.1,Paiement fournisseur,6,,Validée
499,2024-08-04,TR,BQ_000499,401,512,69610.63,Paiement fournisseur,1,,Validée
500,2024-08-17,TR,BQ_000500,512,411,187890.76,Encaissement client,9,PROJ_004,Validée
501,2024-08-19,TR,BQ_000501,401,512,42908.36,Paiement fournisseur,10,,Validée
502,2024-08-06,TR,BQ_000502,401,512,14679.84,Paiement fournisseur,2,,Validée
503,2024-08-27,TR,BQ_000503,401,512,13799.42,Paiement fournisseur,5,,Validée
504,2024-08-25,TR,BQ_000504,401,512,29577.61,Paiement fournisseur,9,,Validée
505,2024-09-27,TR,PJ_000505,623,401,948.18,Facture fournisseur,9,PROJ_018,Validée
506,2024-09-08,AC,PJ_000506,641,401,32872.71,Maintenance,1,,Validée
507,2024-09-16,OP,PJ_000507,625,401,45602.83,Achats matériaux,3,,Validée
508,2024-09-16,TR,PJ_000508,641,401,4516.88,Achats matériaux,2,PROJ_019,Validée
509,2024-09-13,OP,PJ_000509,615,401,39445.09,Facture fournisseur,7,PROJ_014,Validée
510,2024-09-14,AC,PJ_000510,625,401,18870.09,Services sous-traitance,9,PROJ_001,Brouillon
511,2024-09-09,OP,PJ_000511,625,401,2232.89,Achats matériaux,10,,Validée
512,2024-09-26,VE,PJ_000512,623,401,25221.87,Services sous-traitance,5,PROJ_018,Validée
513,2024-09-22,VE,PJ_000513,606,401,39362.34,Honoraires consultant,4,PROJ_007,Validée
514,2024-09-22,TR,PJ_000514,641,401,1901.41,Facture fournisseur,7,PROJ_006,Validée
515,2024-09-01,AC,PJ_000515,681,401,46239.33,Honoraires consultant,5,PROJ_018,Brouillon
516,2024-09-13,OP,PJ_000516,622,401,41411.16,Maintenance,5,,Brouillon
517,2024-09-27,OP,PJ_000517,606,401,25992.78,Honoraires consultant,10,PROJ_013,Validée
518,2024-09-23,TR,PJ_000518,626,401,47664.34,Achats matériaux,1,PROJ_007,Validée
519,2024-09-17,AC,PJ_000519,626,401,5577.11,Services sous-traitance,3,PROJ_009,Brouillon
520,2024-09-10,TR,PJ_000520,641,401,44276.64,Services sous-traitance,9,,Validée
521,2024-09-15,AC,PJ_000521,681,401,33845.45,Maintenance,7,PROJ_008,Brouillon
522,2024-09-05,VE,PJ_000522,626,401,36753.85,Facture fournisseur,1,PROJ_010,Brouillon
523,2024-09-26,TR,PJ_000523,622,401,18036.43,Maintenance,2,PROJ_011,Validée
524,2024-09-23,OP,PJ_000524,622,401,12564.61,Maintenance,8,PROJ_009,Validée
525,2024-09-01,VE,PJ_000525,681,401,27274.8,Achats matériaux,1,,Validée
526,2024-09-13,VE,PJ_000526,625,401,43591.08,Honoraires consultant,1,PROJ_007,Validée
527,2024-09-26,AC,PJ_000527,625,401,25858.1,Achats matériaux,1,PROJ_017,Pointée
528,2024-09-01,AC,PJ_000528,622,401,1397.14,Facture fournisseur,3,PROJ_011,Validée
529,2024-09-28,VE,PJ_000529,623,401,44137.39,Facture fournisseur,8,PROJ_016,Validée
530,2024-09-12,AC,PJ_000530,641,401,17014.61,Honoraires consultant,3,PROJ_009,Brouillon
531,2024-09-03,VE,PJ_000531,626,401,1161.7,Facture fournisseur,8,,Validée
532,2024-09-02,VE,PJ_000532,626,401,3815.19,Maintenance,9,PROJ_015,Validée
533,2024-09-25,VE,PJ_000533,615,401,49094.51,Honoraires consultant,6,PROJ_010,Validée
534,2024-09-19,VE,PJ_000534,681,401,3965.17,Services sous-traitance,7,PROJ_020,Validée
535,2024-09-11,VE,PJ_000535,622,401,46499.78,Achats matériaux,1,PROJ_002,Validée
536,2024-09-15,TR,PJ_000536,681,401,2908.55,Facture fournisseur,10,PROJ_016,Validée
537,2024-09-07,TR,PJ_000537,606,401,34034.93,Services sous-traitance,5,,Validée
538,2024-09-27,AC,PJ_000538,641,401,8909.11,Maintenance,6,PROJ_017,Validée
539,2024-09-03,VE,PJ_000539,623,401,21941.57,Achats matériaux,5,PROJ_010,Validée
540,2024-09-13,TR,PJ_000540,681,401,35782.49,Services sous-traitance,9,,Validée
541,2024-09-12,OP,PJ_000541,641,401,36355.05,Facture fournisseur,10,PROJ_012,Validée
542,2024-09-23,TR,PJ_000542,606,401,33145.78,Facture fournisseur,3,PROJ_001,Validée
543,2024-09-28,VE,PJ_000543,625,401,23424.18,Services sous-traitance,4,PROJ_010,Validée
544,2024-09-15,TR,PJ_000544,641,401,41171.57,Maintenance,10,PROJ_012,Validée
545,2024-09-08,VE,FA_000545,411,701,14360.87,Facture client,6,PROJ_006,Validée
546,2024-09-03,VE,FA_000546,411,706,125405.76,Facture client,8,PROJ_014,Validée
547,2024-09-06,VE,FA_000547,411,706,70057.89,Facture client,8,PROJ_008,Validée
548,2024-09-07,VE,FA_000548,411,706,149462.07,Facture client,2,PROJ_002,Validée
549,2024-09-01,VE,FA_000549,411,706,90738.34,Facture client,6,PROJ_016,Validée
550,2024-09-12,VE,FA_000550,411,701,55729.49,Facture client,10,PROJ_003,Brouillon
551,2024-09-03,VE,FA_000551,411,706,89962.72,Facture client,1,PROJ_003,Validée
552,2024-09-27,VE,FA_000552,411,706,128885.06,Facture client,5,PROJ_003,Validée
553,2024-09-14,VE,FA_000553,411,701,138324.46,Facture client,4,PROJ_015,Validée
554,2024-09-26,VE,FA_000554,411,706,88875.35,Facture client,5,PROJ_010,Validée
555,2024-09-04,VE,FA_000555,411,701,148695.08,Facture client,3,PROJ_011,Validée
556,2024-09-11,VE,FA_000556,411,706,91037.62,Facture client,3,PROJ_011,Validée
557,2024-09-23,VE,FA_000557,411,701,96593.79,Facture client,5,PROJ_019,Validée
558,2024-09-18,VE,FA_000558,411,701,100931.25,Facture client,10,PROJ_020,Validée
559,2024-09-14,VE,FA_000559,411,701,17468.72,Facture client,2,PROJ_018,Validée
560,2024-09-11,TR,BQ_000560,512,411,105068.29,Encaissement client,9,PROJ_009,Validée
561,2024-09-22,TR,BQ_000561,512,411,39679.25,Encaissement client,7,PROJ_004,Validée
562,2024-09-01,TR,BQ_000562,512,411,143976.44,Encaissement client,6,PROJ_018,Validée
563,2024-09-15,TR,BQ_000563,401,512,95130.72,Paiement fournisseur,2,,Validée
564,2024-09-20,TR,BQ_000564,401,512,7371.79,Paiement fournisseur,8,,Validée
565,2024-09-22,TR,BQ_000565,401,512,91470.24,Paiement fournisseur,8,,Validée
566,2024-09-26,TR,BQ_000566,401,512,19600.65,Paiement fournisseur,5,,Validée
567,2024-09-17,TR,BQ_000567,512,411,185048.43,Encaissement client,10,PROJ_011,Validée
568,2024-10-08,OP,PJ_000568,626,401,5197.97,Maintenance,8,,Validée
569,2024-10-17,TR,PJ_000569,641,401,30538.92,Services sous-traitance,7,PROJ_015,Validée
570,2024-10-27,TR,PJ_000570,681,401,37002.59,Facture fournisseur,3,,Validée
571,2024-10-17,OP,PJ_000571,606,401,31320.21,Honoraires consultant,4,PROJ_012,Validée
572,2024-10-10,OP,PJ_000572,626,401,46929.28,Services sous-traitance,2,,Validée
573,2024-10-02,VE,PJ_000573,626,401,24010.07,Achats matériaux,4,PROJ_020,Pointée
574,2024-10-25,TR,PJ_000574,623,401,48404.19,Services sous-traitance,8,,Validée
575,2024-10-10,AC,PJ_000575,623,401,13194.92,Honoraires consultant,4,,Validée
576,2024-10-18,OP,PJ_000576,681,401,17460.93,Achats matériaux,7,PROJ_014,Validée
577,2024-10-05,VE,PJ_000577,681,401,24185.56,Services sous-traitance,7,,Validée
578,2024-10-10,VE,PJ_000578,625,401,41207.87,Achats matériaux,9,,Validée
579,2024-10-18,TR,PJ_000579,606,401,33527.01,Achats matériaux,7,PROJ_017,Validée
580,2024-10-08,OP,PJ_000580,625,401,18887.63,Achats matériaux,9,PROJ_012,Validée
581,2024-10-28,OP,PJ_000581,681,401,18389.49,Achats matériaux,7,PROJ_008,Validée
582,2024-10-17,VE,PJ_000582,622,401,40983.89,Honoraires consultant,9,PROJ_014,Validée
583,2024-10-04,TR,PJ_000583,606,401,48526.65,Honoraires consultant,6,,Brouillon
584,2024-10-21,TR,PJ_000584,622,401,14292.83,Honoraires consultant,6,PROJ_006,Pointée
585,2024-10-08,VE,PJ_000585,626,401,18872.89,Services sous-traitance,10,PROJ_012,Validée
586,2024-10-05,AC,PJ_000586,641,401,9168.6,Facture fournisseur,5,PROJ_007,Validée
587,2024-10-04,OP,PJ_000587,615,401,532.34,Achats matériaux,1,PROJ_013,Validée
588,2024-10-04,OP,PJ_000588,625,401,23187.02,Facture fournisseur,8,PROJ_018,Brouillon
589,2024-10-23,TR,PJ_000589,622,401,14927.32,Achats matériaux,7,,Validée
590,2024-10-16,VE,PJ_000590,615,401,30955.06,Facture fournisseur,7,PROJ_018,Validée
591,2024-10-18,AC,PJ_000591,626,401,8950.06,Honoraires consultant,7,PROJ_019,Validée
